reviewId,author_name,rating,reviewTitle,review_text,date,care_type,URL,Property Name,Property Address,City,State,Zip Code,Category
1280640,Anonymous,5.0,"Lovely Community, Respite Went Well","My mother had a lovely respite stay experience here in this community. She thought she was on vacation. I did feel comfortable with her staying at this community while we were away. I know she was safe, and in good hands. The staff took good care her, and her needs. Everything went very well, and I would recommend this community.",2017-06-01T19:35:42.000Z,Memory Care,https://www.aplaceformom.com/community/the-heritage-at-twin-creeks-1389325,The Heritage at Twin Creeks,"920 Stockton Dr, Allen, TX 75013",plano,texas,75013,independent-living
1505311,Steve S,5.0,Excellent!,Dad has loved the people here and has had nothing bad to say about his first six months here.  Thank you to the team and  [name removed] for the great support our father has received here.  We could not be happier to have selected Cedar Lake.,2024-11-21T17:24:01.000Z,Memory Care,https://www.aplaceformom.com/community/cedar-lake-assisted-living-and-memory-care-1365081,Cedar Lake Assisted Living and Memory Care,"777 Church Street, Lake Zurich, IL 60047",arlington-heights,illinois,60047,nursing-homes
1081892,Anonymous,5.0,My experience with Villa Grand,"We find Villa Grand exceptional for our needs.  It is lovely to look at; clean and shiny.  The food is excellent.  The staff is more than friendly and caring.  There are so many activities that no  one can be bored.  Yet, your apartment is your home to stay or take part in activities, as you please.  From what I know about other places, the value can't  be beat.  The staff cares about us, but does not interfere in our lives.  If we need help they try to give it to us -- not medical help.",2019-04-03T01:14:39.000Z,Independent Living,https://www.aplaceformom.com/community/the-summit-of-fort-myers-82094,The Summit of Fort Myers,"1499 Brandywine Circle, Fort Myers, FL 33919",fort-myers,florida,33919,independent-living
1278713,Dee Loynd,5.0,Respite time,"I had my mom stay a Spring Creek for a month and a half for respite care. The minute she walked into the facility she was hooked. She loved the cleanliness and size of the building. They had an exercise room as well as a big game room. Everyday we would exercise, play pool, shuffle board and bean bag baseball. Everyone was so very nice to her and she really loved that.",2019-11-07T18:21:31.000Z,Memory Care,https://www.aplaceformom.com/community/spring-creek-by-bonaventure-141439,Spring Creek by Bonaventure,"223 East Bakerview Road, Bellingham, WA 98226",bellingham,washington,98226,independent-living
1202187,Anonymous,4.0,Gorgeous facility and interesting activities!,"My loved one's stay at Atria is going great! We found that this facility was the best choice for my loved one because it catered to her individual needs and requests. The facility is clean and my loved one's apartment is gorgeous! There are also a wide range of interesting activities for my loved one to participate in, which was definitely a plus. My main concern is the fact that the staff do not respond to resident concerns in a timely manner and things aren't happening on time. I have also found that there were not enough follow ups with our family, as far as updates with my loved one.",2017-05-02T18:03:40.000Z,Independent Living,https://www.aplaceformom.com/community/atria-park-of-sierra-pointe-53318,Atria Park of Sierra Pointe,"14500 N. Frank Lloyd Wright Blvd., Scottsdale, AZ 85260",scottsdale,arizona,85260,nursing-homes
1113905,Anonymous,4.0,Very bright!!,"When I toured The Addison, the tour guide took over an hour showing me the place and answering questions. So far, my loved one is adjusting well now that she has moved in. The place is clean, well lit, and it is working out well.",2017-07-22T14:47:50.000Z,Memory Care,https://www.aplaceformom.com/community/the-addison-of-pleasant-prairie-1389328,The Addison of Pleasant Prairie,"9651 Prairie Ridge Blvd, Pleasant Prairie, WI 53158",kenosha,wisconsin,53158,nursing-homes
1326260,Akiya ,3.0,looks good on outside but so far not good ," so far not good. I really had high hopes since it’s so nicely kept up on the OUTSIDE, but everything has been good until this point unfortunately. I understand previous tenants aren't their fault but its only 2 days before move-in and apartment was in horrendous condition. I doubt their other apartments look like this, but COVID is still here so why isn’t there a deep standard 3-5 day cleaning procedure after each tenant and not a quick last minute one day half cleaning! Isn’t that required especially now with COVID? At this point I don’t even want to move into this specific unit at all after seeing its previous condition with dirt bacteria and so on from previous tenants. There needs to be a very very deep cleaning done that should take several days! Severely disappointed. I doubt their other apartments are like this. Hopefully things get better. I still have a tiny bit of hope. I will update review if anything improves and if I’m given a better unit.",2021-06-04T16:18:51.000Z,Assisted Living,https://www.aplaceformom.com/community/the-waterford-at-virginia-beach-72416,The Waterford at Virginia Beach,"5417 Wesleyan Dr, Virginia Beach, VA 23455",virginia-beach,virginia,23455,independent-living
1130589,Anonymous,3.0,Care Needs Improvements,"I'am not completely satisfied with my mother's experience here at this community. They are aware that I do feel their care or lack of needs improvement. I would not recommend this community or take my mother back until the care improves. It has been a work in progress, hopefully they make the necessary improvements.",2016-08-30T17:45:18.000Z,Home Care,https://www.aplaceformom.com/community/all-care-health-services-156994,AllCare Health Services,"4061 Hixson Pike, Chattanooga, TN 37415",murfreesboro,tennessee,37415,home-care
1452421,Anonymous,5.0,our families experience ,"Five Stars for Five Star Premier Residences of Pompano!! It is a very clean community, with  compassionate and caring staff, good food.  [name removed] is very happy as I am.",2023-12-19T20:28:31.000Z,Assisted Living,https://www.aplaceformom.com/community/five-star-premier-residences-of-pompano-beach-48548,Five Star Premier Residences of Pompano Beach,"1371 S Ocean Blvd, Pompano Beach, FL 33062",fort-lauderdale,florida,33062,independent-living
1298004,Anonymous,4.0,Pleased with everything,"My mom is vert independent and she does not need much help, but overall, they do a great job and they try hard to help her. So, overall, we are happy and pleased with the services at the Raleigh Hills Assisted Living & ECU in Portland, Oregon.",2014-10-31T05:02:36.000Z,Memory Care,https://www.aplaceformom.com/community/raleigh-hills-assisted-living-and-ecu-99100,Raleigh Hills Assisted Living and ECU,"4815 SW Dogwood Lane, Portland, OR 97225",beaverton,oregon,97225,independent-living
1272109,Anonymous,4.0,A good place!,Garnett Place is a nice facility and the staff is friendly. They do what they can to accommodate the residents and overall it has been a good experience.,2017-04-06T21:45:38.000Z,Memory Care,https://www.aplaceformom.com/community/garnett-place-87062,Garnett Place,"202 35th Street Dr SE, Cedar Rapids, IA 52403",cedar-rapids,iowa,52403,nursing-homes
1124745,A Place For Mom Customer,5.0,"Mom likes it very well, but Dad is st...","Mom likes it very well, but Dad is still unconvinced. He does not understand the benefit of location and services all in one place, since others have been caring for him for 10 years at home.",2012-12-24T16:01:34.000Z,Independent Living,https://www.aplaceformom.com/community/northgate-plaza-71441,Northgate Plaza,"11030 5th Ave NE, Seattle, WA 98125",seattle,washington,98125,independent-living
1299198,Anonymous,5.0,Review of Urbandale Health Care Center ,Everything was great.,2018-09-11T16:49:21.000Z,Nursing Home,https://www.aplaceformom.com/community/urbandale-health-care-center-1336113,Urbandale Health Care Center,"4614 84th St, Urbandale, IA 50322",west-des-moines,iowa,50322,nursing-homes
1034604,W.B. ,5.0,The executive director really makes you like family ,"The activities are starting to slowly come back and what they have are good. From speaking with our loved one we believe the food is good, there are some things she really likes. We would recommend this facility to others, the director of the memory care is amazing. She is a perfect advocate for the families and loved ones. 


",2021-04-13T14:48:22.000Z,Memory Care,https://www.aplaceformom.com/community/harvard-square-by-cogir-72734,Harvard Square by Cogir,"10200 E Harvard Ave, Denver, CO 80231",denver,colorado,80231,nursing-homes
1415594,Anonymous ,5.0,,While my mother was there everything that they did there was excellent and the food was better than you would get in a lot of restaurants.  The staff there will do anything within their power to make the families as well as the residents lives to be as good as possible.  We are extremely happy with the way summit of uptown handled everything involving my mom all the way up until the end,2023-04-11T23:17:59.000Z,Assisted Living,https://www.aplaceformom.com/community/summit-of-uptown-89421,Summit of Uptown,"10 N Summit Ave, Park Ridge, IL 60068",evanston,illinois,60068,nursing-homes
1063304,Donna Frisoli,5.0,Stellar Care,"My 95 year old father was there for the last three months of his life.  He was quite active, always wanted to move around and talk.  They were always kind to him and someone was always near him to make sure he didn't fall.   The care ratio is superior to any other place; at the time he was there there were only seven other residents and the care was two aides to the seven which is wonderful.   They always made sure he had enough fluids and he was always kept clean.  My father was quite content there and I was relieved that he was safe.  I had to take him out of a Benchmark facility after three weeks where the care ratio is 1 aide to 18 and he fell twice and ended up in the hospital.  I feel so fortunate that he was able to spend his last months safe at The Dorothy Francis Home.  ",2018-03-19T19:33:13.000Z,Memory Care,https://www.aplaceformom.com/community/the-dorothy-frances-home-60654,The Dorothy Frances Home,"704 Beaver St, Waltham, MA 02452",boston,massachusetts,2452,care-homes
1025384,Nina T,3.0,Affordable and caring! ,"The community itself was kept very clean, however our loved ones room was not as clean as we would of liked for it to be. The communication was excellent, they were always in contact with us about our loved one. 




",2020-12-30T16:25:20.000Z,Assisted Living,https://www.aplaceformom.com/community/vibrant-assisted-living-96624,Vibrant Assisted Living,"17705 Red Oak Drive, Houston, TX 77090",houston,texas,77090,independent-living
1031326,Ward ,4.0,Dad's time at the Prestige ,"During the time our loved one was there our interaction with the administrator was very good, she was very professional and hopeful. When it came to the meals our loved one did say the portions were to big, and they didn't really make any changes to fix that or be more accommodating. 


",2021-03-10T19:49:53.000Z,Assisted Living,https://www.aplaceformom.com/community/kalispell-assisted-living-89766,Kalispell Assisted Living,"125 Glenwood Dr, Kalispell, MT 59901",kalispell,montana,59901,nursing-homes
1263119,A Place For Mom Customer,5.0,Fabulous facility.,Fabulous facility.,2012-12-25T16:01:31.000Z,Independent Living,https://www.aplaceformom.com/community/merry-wood-on-park-72895,MerryWood on Park,"3600 Park Rd, Charlotte, NC 28209",charlotte,north-carolina,28209,nursing-homes
1180630,Anonymous,4.0,Patient With The Residents,"They deal well with the residents well and they are very patient with them. However, I was told some things before my mother moved in that were not true. They have problems delivering papers in the mail though.",2015-10-09T21:13:20.000Z,Memory Care,https://www.aplaceformom.com/community/farmington-square-beaverton-59665,Farmington Square Beaverton,"14420 SW Farmington Rd, Beaverton, OR 97005",beaverton,oregon,97005,independent-living
1433800,Anonymous,4.0,A forever home for dad ,"The staff is very nice. I would recommend it. We picked this community because, it was the most reasonable one for my father.",2023-08-29T21:43:07.000Z,Assisted Living,https://www.aplaceformom.com/community/terraza-court-senior-living-97840,Terraza Court Senior Living,"10955 Washington Blvd, Culver City, CA 90232",beverly-hills,california,90232,nursing-homes
1053180,Justin M,5.0,Review of St. Andrews Memory Care,"It's an exceptional gorgeous historical building with a wonderful staff of people. I'd recommend this facility for anyone with family that suffers from dementia in need of assisted living care. Good food, clean and healthy atmosphere, great staff what else could you ask for!",2020-10-13T18:22:54.000Z,Memory Care,https://www.aplaceformom.com/community/st-andrews-memory-care-59885,St. Andrews Memory Care,"7617 SE Main Street, Portland, OR 97215",vancouver,washington,97215,nursing-homes
1312139,A Place For Mom Customer,3.0,Visited the Christian Towers. Dad did...,Visited the Christian Towers. Dad didn't care for the facility because it has 19 floors and too much traffic on Church St. ,2012-12-30T16:02:19.000Z,Senior Apartments,https://www.aplaceformom.com/community/decatur-christian-towers-81127,Decatur Christian Towers,"1438 Church Street, Decatur, GA 30030",decatur,georgia,30030,senior-apartments
1378001,Anonymous,5.0,Review for Windsor House Greenville,Looked very nice but was more expensive. ,2022-08-01T17:43:29.000Z,Assisted Living,https://www.aplaceformom.com/community/windsor-house-greenville-80971,Windsor House Greenville,"1931 Pelham Rd, Greenville, SC 29615",greenville,south-carolina,29615,independent-living
1500927,Linda K,4.0,"Attractive, updated, facility with awesome staff","The place was clean, but apartment had small roaches throughout. Very little variety for food - did not like the food.
The staff there is awesome! They had a huge turnover of staff right before we left. Got a new director who seemed really engaged. 
They were doing some upgrades, new carpet throughout, was a nice lookin facility. 
They were only at about 50% capacity the entire time we were there so it seemed rather quiet.",2024-10-30T19:24:36.000Z,Assisted Living,https://www.aplaceformom.com/community/brookdale-hamilton-wolfe-93220,Brookdale Hamilton Wolfe,"5331 Hamilton Wolfe Road, San Antonio, TX 78229",san-antonio,texas,78229,independent-living
1427067,Aaron,5.0,"Great facility, highly recommend!","My mom is a resident at Autumn Wind Assisted Living and so far it has been a great facility. The facility is clean and updated. Very clean. The staff seems to really care about the residents as well as their families. The meals are good quality. I would recommend this facility to family and friends, for sure. ",2023-06-28T21:09:37.000Z,Assisted Living,https://www.aplaceformom.com/community/autumn-wind-assisted-living-52749,Autumn Wind Assisted Living,"200 West Beech Street, Caldwell, ID 83605",nampa,idaho,83605,nursing-homes
1152700,Alice Stark,4.0,Freedom pointe,The only negative was actually with the marketing and sales force. We received poor information and had much miscommunication before moving in. Then move -in day was awful because that department TOTALLY dropped the ball. Once we let the facility director know what has happened things were fixed quickly.,2014-04-30T19:12:05.000Z,Memory Care,https://www.aplaceformom.com/community/pegasus-landing-of-overland-park-139483,Pegasus Landing of Overland Park,"9201 Foster St, Overland Park, KS 66212",lenexa,kansas,66212,nursing-homes
1418404,Larry M,5.0,Friendly staff and great music ,"Well, I feel like home myself. I really like the caregivers they are so caring and fun. They have been taking care of my brother for a few months and this is the best place I could have find. My brother and enjoy the music and the activities they do!! They let the families participate and the staff is very welcoming.",2023-05-01T20:30:06.000Z,Residential Care Home,https://www.aplaceformom.com/community/hearthstone-communities-macomb-i-1446147,Hearthstone Communities Macomb I,"50036 Barrett, Macomb Township, MI 48044",sterling-heights,michigan,48044,care-homes
1126165,Anonymous,4.0,,"Dont like where it is, too far from my home, not sure Mom would like it there, very safety minded, good staff/client ratio, activities for residents",2015-04-11T21:47:15.000Z,Memory Care,https://www.aplaceformom.com/community/viva-memory-care-at-chesapeake-101206,Viva Memory Care at Chesapeake,"130 Great Bridge Boulevard, Chesapeake, VA 23320",chesapeake,virginia,23320,nursing-homes
1426201,Paul ,4.0,Overall a good place,I think that overall The Wellington at Arapaho is a good place for a loved one's care.  They do a good job with cleaning the rooms and clothes regularly and serving meals on time.     ,2023-06-22T19:07:17.000Z,Assisted Living,https://www.aplaceformom.com/community/the-wellington-at-arapaho-95374,The Wellington at Arapaho,"600 West Arapaho, Richardson, TX 75080",plano,texas,75080,independent-living
1034935,John Seaman,5.0,Review of Pacifica Senior Living Millcreek,"Pacifica Senior Living at Millcreek is a community of seniors that provides a safe and comfortable home and numerous activities to meet physical, social and intellectual, and spiritual needs. One is able to find assistance with demands that are challenging so there is more time spent in activities important to you.",2021-04-16T09:30:00.000Z,Assisted Living,https://www.aplaceformom.com/community/the-laurel-at-millcreek-94051,The Laurel at Millcreek,"777 E 3900 S, Salt Lake City, UT 84107",west-jordan,utah,84107,independent-living
1299614,Anonymous,2.5,Clean and safe ,"This facility is beautiful, furnished nicely and clean. However it is also pricey. The majority of the staff are caring and competent. We came to have true friendships with many. There is High turnover!!  Always someone quitting and training new care aids. Food is ok. The residents there are safe and well cared for. I never saw signs of abuse or neglect which is the most important factor in choosing a facility for your loved one! The nurses on staff have worked there many years which is a big plus. There is always some activity going on if the resident wants to participate. Was not impressed with administration the years we had a loved one there. They are never on the floor interacting with residents. Always seem to be in a meeting or out for long lunches. Some of the very good staff should get a medal!",2018-04-29T21:52:31.000Z,Memory Care,https://www.aplaceformom.com/community/spring-creek-inn-153843,Spring Creek Inn,"1641 Hunter's Way, Bozeman, MT 59718",bozeman,montana,59718,nursing-homes
1362665,Anonymous           ,4.0,Would Recommend  ,It's worth it. They are good. They provide a variety of meal options. The staff are very helpful and welcoming. ,2022-03-24T13:42:17.000Z,Independent Living,https://www.aplaceformom.com/community/vitalia-senior-residences-of-stow-1413604,Vitalia Senior Residences of Stow,"4291 Allen Rd, Stow, OH 44224",akron,ohio,44224,nursing-homes
1085321,Anonymous,5.0,Review of Canton Oaks,My loved one has had good care. The staff is very attentive to any needs and questions. They check in on him.,2020-02-27T04:53:34.000Z,Nursing Home,https://www.aplaceformom.com/community/canton-oaks-1420118,Canton Oaks,"1901 S Trade Days Blvd, Canton, TX 75103",fort-worth,texas,75103,nursing-homes
1381678,Marc ,5.0,Surprisingly Happy,"The staff has a good attitude. Compared to other places, the general, positive and accomodating attitute is pretty rare. ",2022-08-25T17:55:21.000Z,Assisted Living,https://www.aplaceformom.com/community/traditions-of-dedham-140486,Traditions of Dedham,"735 Washington Street, Dedham, MA 02026",boston,massachusetts,2026,nursing-homes
1400171,Grant E,5.0,Overall Facility Review,"After viewing several memory care homes in the Tacoma area, the Meridian is the best place we have seen.  This is based on the quality of the facility, the staff and care received, the food, and the programs available.  ",2022-12-15T22:57:38.000Z,Assisted Living,https://www.aplaceformom.com/community/meridian-at-stone-creek-1389848,Meridian at Stone Creek,"1111 S 376th St., Milton, WA 98354",tacoma,washington,98354,independent-living
1299743,A Place For Mom Customer,5.0,This is my first pick.  Loved this fa...,"This is my first pick.  Loved this facility and think that I and staff will work well together for moms are,  price was manageable!  ",2012-12-23T16:01:37.000Z,Memory Care,https://www.aplaceformom.com/community/pine-grove-senior-living-80966,Pine Grove Senior Living,"2006 Pelham Rd, Greenville, SC 29615",greenville,south-carolina,29615,independent-living
1462936,Anonymous,5.0,Recommended,I am currently a resident at Discovery Village at Castle Hills. It's a great place to live. ,2024-03-04T21:00:08.000Z,Independent Living,https://www.aplaceformom.com/community/discovery-village-at-castle-hills-1356551,Discovery Village at Castle Hills,"2500 Windhaven Parkway, Lewisville, TX 75056",plano,texas,75056,independent-living
1333966,Samuel S,5.0,Tour,Beautiful community - big 1 and 2 bedroom apartments.  Friendly staff.,2021-08-23T15:36:39.000Z,Independent Living,https://www.aplaceformom.com/community/springtree-senior-living-48908,Springtree Senior Living,"4201 Springtree Dr, Sunrise, FL 33351",fort-lauderdale,florida,33351,independent-living
1076650,Jerry ,1.0,Recent changes not positive ,"This place has gone downhill the past few months. All the old workers have been replace with young people who don't have the compassion, friendliness, or attention of the older employees. My dad has gained 35 pounds in a year on the starchy food. His assistive device for getting out of bed was taken away so he is no longer independent. They have messed up his medications on multiple occasions, administering meds discontinued by doctor, leaving liquids in his room when he's on a liquid restricted diet, and continuing to order meds from Dougs when they had plenty. At his last doctors appointment they failed to have him or his med list ready. He went to the doctor filthy and I made sure the hospital staff knew Oakley Place was responsible. It was embarrassing! We might consider staying if they fired some of the ""children "" they have hired and get back the competent and caring staff. Don't bring someone you love here!!!",2016-12-20T13:56:44.000Z,Memory Care,https://www.aplaceformom.com/community/oakley-place-llc-1361734,"Oakley Place, LLC","618 SW Oakley, Topeka, KS 66088",topeka,kansas,66088,care-homes
1249058,Ronald L. Filburn,5.0,Review of Trinity Community at Miami Township,Great place for mom and dad! Life is very enhanced with all the activities. Each day life is better because of the residents and staff. We are so grateful to god for helping to find this place. A difficult decision in our age group. Make a big different but like is so much better in a community setting.,2019-07-22T21:34:34.000Z,Independent Living,https://www.aplaceformom.com/community/trinity-community-at-miami-township-85030,Trinity Community at Miami Township,"7847 Lois Circle, Dayton, OH 45459",dayton,ohio,45459,independent-living
1364486,Yolanda ,3.0,Would Recommend But Keep An Eye On Things,"Make sure you stay on top of things and anything goes wrong make sure you report it right away. A few of the people at the front desk that are nice, others are pretty rude. We had a hard time trying to get her medicine taken care. 

Things have improved with her medications currently. This location has 3 floors. Housekeeping comes once a week. They offer some transportation with a 24-48 hour notice. They allow pets. ",2022-04-05T15:16:26.000Z,Assisted Living,https://www.aplaceformom.com/community/morada-albuquerque-72474,Morada Albuquerque,"1620 Indian School Rd NE, Albuquerque, NM 87102",albuquerque,new-mexico,87102,nursing-homes
1274205,Jeff Baggett,5.0,Wonderful visit,"We really enjoyed visitng a family member. We stopped in on our vacation. 
The staff was very friendly and help us find our way through 
the building.
The dining room seemed to be a delightful experience.

Thank you for taking care of our loved one.",2016-04-14T18:34:58.000Z,Memory Care,https://www.aplaceformom.com/community/park-meadows-senior-living-149129,Park Meadows Senior Living,"5901 W. 107th Street, Overland Park, KS 66207",lenexa,kansas,66207,nursing-homes
1219749,Anonymous,5.0,We Are Happy With This Community,"My parents are living at this community and they both seem to be happy. The community is great and very clean, the staff do laundry and pick up after my parents. The staff are very helpful and very attentive. My parents do not complain about the food so I would like to think it's good to them. My mom likes to play bingo and she joins in other activities. I would recommend this community because its a great place and close for the whole family to visit our parents.",2016-06-08T21:12:32.000Z,Memory Care,https://www.aplaceformom.com/community/sodalis-cantonment-47985,Sodalis Cantonment,"150 Crossville St, Cantonment, FL 32533",gulf-shores,alabama,32533,independent-living
1462418,Anonymous,3.0,Review for Harmony at West Ashley,The apartment is nice and the people are nice but the food is not that good and it takes too long to be served. We chose Harmony because of its location and the ability to get one meal a day for my Mom. ,2024-02-29T02:26:10.000Z,Assisted Living,https://www.aplaceformom.com/community/harmony-at-west-ashley-1399907,Harmony at West Ashley,"1925 Essex Farms Dr, Charleston, SC 29414",charleston,south-carolina,29414,independent-living
1441689,Roseann C,5.0,,"Everyone has been very helpful and caring for my mom. Day concierge is always very pleasant and helpful, she's awesome. ",2023-10-31T15:00:55.000Z,Assisted Living,https://www.aplaceformom.com/community/sunrise-of-mill-basin-97630,Sunrise of Mill Basin,"5905 Strickland Avenue, Brooklyn, NY 11234",brooklyn,new-york,11234,nursing-homes
1285749,Anonymous,4.0,Recommended Great Service,I am really happy with this service. The care takers are good and we have been informed that they go out to the homes and people the client. They help with many different thins as the families have requested.  I do know that I have been able to refer families to use this good in home service for the care in a home for a loved one.,2017-02-06T15:46:36.000Z,Independent Living,https://www.aplaceformom.com/community/elohim-personal-care-home-1403080,Elohim Personal Care Home,"5632 North 11 Street, Philadelphia, PA 19141",lancasterville,pennsylvania,19141,care-homes
1177822,Disappointed,1.0,dissatisfied,"Since we moved in 5 months ago the facility has declined greatly. Several of the administrative staff have been replaced . The maintenance and housekeeper have both quit, therefore the facility has become unclean and the rooms are not being cleaned properly. We were promised a shower three times a week but if we are lucky once a week -if we complain. The caregivers are not answering the call lights in a prompt manner in the night.  I don't think there is a good training for them to attend to residents with dementia. The caregivers are expected to do more than caring for the residents, like house keeping,  feeding, cleaning rooms laundry, etc.  The meals are always late and the times have been adjusted to accommodate the schedules of the caregivers. ",2018-11-11T03:40:51.000Z,Memory Care,https://www.aplaceformom.com/community/the-reserve-at-oswego-1354531,The Reserve at Oswego,"900 Douglas Road, Oswego, IL 60543",naperville,illinois,60543,nursing-homes
1507009,Sonya,5.0,Great respite care,"My loved one went to Vitality Living Springdale for a respite stay.
The staff were all very attentive and easy to reach when I wanted to check on my loved one. 
The only thing that was disappointing was that they were private pay only.
I would recommend this facility to others.",2024-12-02T18:37:36.000Z,Assisted Living,https://www.aplaceformom.com/community/vitality-living-springdale-72876,Vitality Living Springdale,"4501 Springdale Rd, Louisville, KY 40241",louisville,kentucky,40241,nursing-homes
1141478,Carol Engelke,4.5,Heritage Springs Memory Care,"The staff is warm and caring. It is a homey atmosphere. And I feel that my husband is being well cared for, and they strive to meet his needs emotionally as well as physically. ",2016-06-29T15:05:21.000Z,Memory Care,https://www.aplaceformom.com/community/heritage-springs-139511,Heritage Springs,"8720 W Flamingo Road, Las Vegas, NV 89147",las-vegas,nevada,89147,nursing-homes
1411870,anonymous,4.0, Family Experience,Staff is super friendly and helpful. Dining had some issues but I believe they have been resolved. The waitstaff all quit at the same time. The only problem we have found is the WiFi is not strong enough to use in my sisters apartment even though we were told it was available. So she expected to be able to use WiFi to stream the Roku. I will add that my sister is very happy living there. She is making friends and trying to join the activities when she can. ,2023-03-15T13:46:07.000Z,Independent Living,https://www.aplaceformom.com/community/holiday-harrison-regent-93960,Holiday Harrison Regent,"4481 Harrison Boulevard, Ogden, UT 84403",ogden,utah,84403,independent-living
1340154,Anonymous ,5.0,As Advertised,I'm very satisficed with the assistance they have been able to provide for us.  They are assisting with daily living activities for my loved one.  I would recommend Michigan's Home Help Care Services to others.,2021-10-11T13:23:51.000Z,Home Care,https://www.aplaceformom.com/community/michigans-home-help-care-services-llc-1444692,"Michigan's Home Help Care Services, LLC","8153 Conover Dr., Willis, MI 48191",toledo,ohio,48191,home-care
1025785,anonymous,5.0,peace of mind,"They seem to really care about the residence, and a comfortable place to live,  I would recommend this community to others.",2021-01-07T14:47:49.000Z,Independent Living,https://www.aplaceformom.com/community/red-rock-pointe-retirement-community-1401634,Red Rock Pointe Retirement Community,"4445 S Grand Canyon Dr, Las Vegas, NV 89147",las-vegas,nevada,89147,independent-living
1308087,Anonymous,5.0,Amazing Staff,They have been an amazing staff. Very compassionate and hopeful. They really take the time to understand family dynamics and to get to know the residents to improve their quality of life and go above and beyond to make my mom feel comfortable. They have been incredibly patient and respectful in their care towards her.,2015-08-17T22:19:08.000Z,Memory Care,https://www.aplaceformom.com/community/waterford-grand-1376064,Waterford Grand,"600 Waterford Way, Eugene, OR 97401",eugene,oregon,97401,independent-living
1404238,Anonymous,3.0,Review for  Brookdale Chapel Hill ,"We picked this community, because of the location, friendliness of staff and the cost. The caretaking staff are very friendly.  The facilities need better up-keeping. They could improve on the food.",2023-01-11T19:52:53.000Z,Assisted Living,https://www.aplaceformom.com/community/brookdale-chapel-hill-72607,Brookdale Chapel Hill,"2220 Farmington Drive, Chapel Hill, NC 27517",durham,north-carolina,27517,nursing-homes
1500907,Anonymous,4.0,Highly recommend Atria Marina Place,"The facility is a bright, pleasant place tucked in a wonderful Quincy neighborhood close to the water. Many of the residents seem friendly and get involved in numerous activities offered at Atria. The staff seem to do their best to be attentive to residents needs.",2024-10-30T17:56:50.000Z,Assisted Living,https://www.aplaceformom.com/community/atria-marina-place-72453,Atria Marina Place,"Four Seaport Drive, Quincy, MA 02171",boston,massachusetts,2171,nursing-homes
1192535,Anonymous,5.0,Dad is Well Here,"My father is doing great with his move to this community. I'am comfortable with his move here. They are providing him with great. They have a good staff at this facility. He is pleased with the meals. Everything is working out well,  and I would recommend this community.",2017-03-02T19:22:15.000Z,Memory Care,https://www.aplaceformom.com/community/eden-vista-prospect-heights-89424,Eden Vista Prospect Heights,"700 E Euclid Ave, Prospect Heights, IL 60070",arlington-heights,illinois,60070,nursing-homes
1463466,Anonymous,5.0,"Wonderful facility, would recommend",I loved the staff. They were great with my Mom and kept me updated when needed. I liked it because the living arrangements were a good size...not too compact...there were not a lot of residents so they were more personable and readily available to help if needed. The only complaint Mom had was the food. She said it was bland but she was a little spoiled. They did have some staffing issues/changes during Mom's stay which Mom didn't like but they still gave great care.,2024-03-07T21:32:40.000Z,Assisted Living,https://www.aplaceformom.com/community/the-gables-at-spring-lake-assisted-living-1444524,The Gables at Spring Lake Assisted Living,"8622 Line Ave, Shreveport, LA 71106",shreveport,louisiana,71106,senior-apartments
1354319,Brenda P,5.0,Could not be happier,"We chose Touchmark at Coffee Creek because of what they had to offer. After looking around, everything is just so well kept. It is really a 5 star facility. The staff are fabulous and we really enjoy working with them. I cannot say enough about them, I would absolutely recommend this facility to others. ",2022-01-13T18:24:44.000Z,Independent Living,https://www.aplaceformom.com/community/touchmark-at-coffee-creek-92585,Touchmark at Coffee Creek,"2801 Shortgrass Road, Edmond, OK 73003",edmond,oklahoma,73003,nursing-homes
1383731,Anonymous,5.0,Fantastic,"Mom could not be happier, everybody is extremely helpful.
The facility and grounds are amazingly beautiful and well kept up.
Overall could not be a better place for our loved one.
",2022-09-08T17:51:22.000Z,Independent Living,https://www.aplaceformom.com/community/the-waterford-on-huebner-93280,The Waterford on Huebner,"8551 Huebner Road, San Antonio, TX 78240",san-antonio,texas,78240,independent-living
1193878,Anonymous,4.5,Took the time to care,The staff took the time to get to know me and my family and made sure they could cover all my wants and needs.  Great staff!,2016-01-25T12:15:22.000Z,Independent Living,https://www.aplaceformom.com/community/heritage-oaks-63532,Heritage Oaks,"1100 German School Road, Richmond, VA 23225",richmond,virginia,23225,independent-living
1284362,Anonymous,3.5,Did a tour at hickory villa and found...,"Did a tour at hickory villa and found the staff friendly. One lady poked me to tell me how much she liked living there. It seems like the residents are out of their rooms a lot socializing and everyone seems higher functioning. The rooms are VERY small. They take the Medicaid waiver right away, ",2014-07-24T06:59:51.000Z,Assisted Living,https://www.aplaceformom.com/community/hickory-villa-91632,Hickory Villa,"7315 Hickory Street, Omaha, NE 68124",papillion,nebraska,68124,nursing-homes
